"","chain1","chain2","chain1_dis","chain2_dis"
"338",0.542324077589179,0.43319295969077,0.55,0.45
"339",0.480076418104973,0.469215666375399,0.5,0.45
"340",0.515476509410661,0.510583902828853,0.5,0.5
"341",0.503172492767003,0.510583902828853,0.5,0.5
"342",0.559768661125882,0.566317903707174,0.55,0.55
"343",0.452078132303092,0.594746457190436,0.45,0.6
"344",0.418792864847687,0.536321186725311,0.4,0.55
"345",0.443278874453894,0.491325714588055,0.45,0.5
"346",0.460488181571574,0.491325714588055,0.45,0.5
"347",0.460488181571574,0.491325714588055,0.45,0.5
"348",0.49173108153076,0.454211756269943,0.5,0.45
"349",0.433890856928662,0.495065667954033,0.45,0.5
"350",0.478863161788967,0.495065667954033,0.5,0.5
"351",0.436240402331255,0.495065667954033,0.45,0.5
"352",0.436240402331255,0.543812874629724,0.45,0.55
"353",0.425727180933724,0.650180552700551,0.45,0.65
"354",0.425727180933724,0.604561575911014,0.45,0.6
"355",0.406619873488366,0.604561575911014,0.4,0.6
"356",0.472674789660294,0.604561575911014,0.45,0.6
"357",0.433770770413629,0.601901975503545,0.45,0.6
"358",0.458554824562365,0.59631302489708,0.45,0.6
"359",0.490416057503516,0.59631302489708,0.5,0.6
"360",0.432077013651131,0.569719992004215,0.45,0.55
"361",0.432077013651131,0.569719992004215,0.45,0.55
"362",0.461788442188,0.559252406393869,0.45,0.55
"363",0.461788442188,0.559252406393869,0.45,0.55
"364",0.46906094639176,0.559252406393869,0.45,0.55
"365",0.493253138425067,0.470522221153703,0.5,0.45
"366",0.454578887063351,0.519055643513407,0.45,0.5
"367",0.499568952296036,0.571253934591435,0.5,0.55
"368",0.499568952296036,0.566719146887247,0.5,0.55
"369",0.471872981110701,0.56554688906792,0.45,0.55
"370",0.495132640978314,0.56554688906792,0.5,0.55
"371",0.465978279206345,0.56554688906792,0.45,0.55
"372",0.484931479773364,0.518459543783656,0.5,0.5
"373",0.484931479773364,0.518459543783656,0.5,0.5
"374",0.484931479773364,0.518459543783656,0.5,0.5
"375",0.516256897652389,0.612225097291226,0.5,0.6
"376",0.460810859111207,0.612225097291226,0.45,0.6
"377",0.460810859111207,0.540228805872183,0.45,0.55
"378",0.446476788459422,0.540228805872183,0.45,0.55
"379",0.446476788459422,0.540192021690844,0.45,0.55
"380",0.446476788459422,0.540192021690844,0.45,0.55
"381",0.424541450723549,0.496285538812375,0.4,0.5
"382",0.450782747957473,0.496285538812375,0.45,0.5
"383",0.506229446675664,0.444885207667244,0.5,0.45
"384",0.494122782338276,0.534446319737595,0.5,0.55
"385",0.456418062786472,0.534446319737595,0.45,0.55
"386",0.447858589643824,0.531864273010425,0.45,0.55
"387",0.477069722868595,0.531864273010425,0.5,0.55
"388",0.471001573839673,0.589157278903756,0.45,0.6
"389",0.471001573839673,0.589157278903756,0.45,0.6
"390",0.46888857315774,0.589157278903756,0.45,0.6
"391",0.515958210213335,0.571435717387397,0.5,0.55
"392",0.438903824457449,0.571435717387397,0.45,0.55
"393",0.490521057009193,0.531115308500284,0.5,0.55
"394",0.480367689223859,0.531115308500284,0.5,0.55
"395",0.480367689223859,0.537730404860283,0.5,0.55
"396",0.480367689223859,0.520501543307721,0.5,0.5
"397",0.448701721337419,0.522564406855873,0.45,0.5
"398",0.448701721337419,0.522564406855873,0.45,0.5
"399",0.460965925289697,0.4954651199581,0.45,0.5
"400",0.472001902493802,0.570434712569372,0.45,0.55
"401",0.511831042842811,0.570434712569372,0.5,0.55
"402",0.484173072302862,0.636630028512173,0.5,0.65
"403",0.484173072302862,0.645491708546111,0.5,0.65
"404",0.461659972967564,0.628063560919026,0.45,0.65
"405",0.461659972967564,0.64750594847805,0.45,0.65
"406",0.441157752279651,0.64750594847805,0.45,0.65
"407",0.457783741732253,0.588293974886743,0.45,0.6
"408",0.485885799414374,0.572185995561728,0.5,0.55
"409",0.507141675491133,0.568539917777036,0.5,0.55
"410",0.562896961952665,0.639272401287594,0.55,0.65
"411",0.562896961952665,0.62537703620429,0.55,0.65
"412",0.562896961952665,0.62537703620429,0.55,0.65
"413",0.562896961952665,0.62537703620429,0.55,0.65
"414",0.528520313926156,0.621745599096412,0.55,0.6
"415",0.50633498727567,0.612913431463734,0.5,0.6
"416",0.527145525223991,0.592979433781202,0.55,0.6
"417",0.464352958788614,0.592979433781202,0.45,0.6
"418",0.448677567544309,0.592979433781202,0.45,0.6
"419",0.405392908651328,0.629627572191343,0.4,0.65
"420",0.405393844657027,0.577355547925082,0.4,0.6
"421",0.42283252949624,0.568686418768442,0.4,0.55
"422",0.42283252949624,0.568686418768442,0.4,0.55
"423",0.448167408618345,0.531392168559228,0.45,0.55
"424",0.461820730292336,0.580128889288296,0.45,0.6
"425",0.390238635441599,0.529258632678694,0.4,0.55
"426",0.454376183556959,0.529258632678694,0.45,0.55
"427",0.454376183556959,0.486881161828958,0.45,0.5
"428",0.468260185382057,0.471673216379173,0.45,0.45
"429",0.468260185382057,0.478114163263757,0.45,0.5
"430",0.486858883502282,0.572994441321784,0.5,0.55
"431",0.446059899146043,0.572994441321784,0.45,0.55
"432",0.430167974691601,0.533632822107765,0.45,0.55
"433",0.449849238589837,0.560663731062794,0.45,0.55
"434",0.449849238589837,0.560663731062794,0.45,0.55
"435",0.448109344492293,0.53198295772536,0.45,0.55
"436",0.462941424211043,0.53198295772536,0.45,0.55
"437",0.462941424211043,0.53198295772536,0.45,0.55
"438",0.484829014880353,0.53198295772536,0.5,0.55
"439",0.482721871260078,0.53198295772536,0.5,0.55
"440",0.484753924783225,0.54663880792706,0.5,0.55
"441",0.471159097910649,0.576565584369301,0.45,0.6
"442",0.518195428492803,0.594576443917618,0.5,0.6
"443",0.518195428492803,0.549878486629103,0.5,0.55
"444",0.485786021998988,0.549878486629103,0.5,0.55
"445",0.485786021998988,0.501574354985543,0.5,0.5
"446",0.471578949830059,0.506142984962106,0.45,0.5
"447",0.469430222757083,0.516808825620871,0.45,0.5
"448",0.469430222757083,0.568440211442209,0.45,0.55
"449",0.468870674521152,0.556189573141404,0.45,0.55
"450",0.46593629984407,0.556189573141404,0.45,0.55
"451",0.4950076453516,0.556189573141404,0.5,0.55
"452",0.511033593609969,0.513896796397017,0.5,0.5
"453",0.511033593609969,0.513896796397017,0.5,0.5
"454",0.501949878334422,0.488912187725016,0.5,0.5
"455",0.501949878334422,0.488912187725016,0.5,0.5
"456",0.480519599618765,0.563660170081119,0.5,0.55
"457",0.451453922061594,0.563660170081119,0.45,0.55
"458",0.415952654620541,0.527443412650305,0.4,0.55
"459",0.498569396878968,0.540788485214175,0.5,0.55
"460",0.498569396878968,0.571534882906071,0.5,0.55
"461",0.496072255699036,0.559698951323664,0.5,0.55
"462",0.496072255699036,0.594640551230744,0.5,0.6
"463",0.510492879932288,0.60135311836145,0.5,0.6
"464",0.510492879932288,0.571800457375789,0.5,0.55
"465",0.50504745693488,0.597710671134566,0.5,0.6
"466",0.50504745693488,0.521516946811676,0.5,0.5
"467",0.50504745693488,0.448766580226661,0.5,0.45
"468",0.501206737123856,0.568176203275,0.5,0.55
"469",0.505108395104776,0.508377712611788,0.5,0.5
"470",0.452105117155931,0.553761726733871,0.45,0.55
"471",0.437362746453695,0.543970125421662,0.45,0.55
"472",0.430168458767644,0.527917493805303,0.45,0.55
"473",0.430168458767644,0.512062353517198,0.45,0.5
"474",0.430356353363921,0.464009491193642,0.45,0.45
"475",0.404610449165757,0.482566929233636,0.4,0.5
"476",0.421603785917343,0.508157206128004,0.4,0.5
"477",0.421603785917343,0.55163426624972,0.4,0.55
"478",0.415721869972177,0.55163426624972,0.4,0.55
"479",0.415721869972177,0.52904632579664,0.4,0.55
"480",0.415721869972177,0.525341374279695,0.4,0.55
"481",0.415721869972177,0.485088393885807,0.4,0.5
"482",0.419462984271599,0.457139076627168,0.4,0.45
"483",0.479268907814978,0.441544237821231,0.5,0.45
"484",0.423133368996781,0.441544237821231,0.4,0.45
"485",0.467142059342152,0.441544237821231,0.45,0.45
"486",0.467142059342152,0.491060274383081,0.45,0.5
"487",0.504426062476451,0.526970421065801,0.5,0.55
"488",0.544760584596568,0.526970421065801,0.55,0.55
"489",0.512447418134116,0.597294494377879,0.5,0.6
"490",0.403927959165195,0.597294494377879,0.4,0.6
"491",0.403927959165195,0.597294494377879,0.4,0.6
"492",0.403927959165195,0.61318593134455,0.4,0.6
"493",0.403927959165195,0.601678774042856,0.4,0.6
"494",0.428638620059681,0.601678774042856,0.45,0.6
"495",0.428638620059681,0.588710182773778,0.45,0.6
"496",0.428638620059681,0.54285163444966,0.45,0.55
"497",0.475457785088762,0.545887375925986,0.5,0.55
"498",0.475457785088762,0.577713781053397,0.5,0.6
"499",0.400559886594647,0.529115740587444,0.4,0.55
"500",0.486373192869565,0.552616687593861,0.5,0.55
"501",0.439880811306867,0.577273425812745,0.45,0.6
"502",0.439880811306867,0.598596229355115,0.45,0.6
"503",0.4363281612098,0.513198885089978,0.45,0.5
"504",0.487392045508159,0.513198885089978,0.5,0.5
"505",0.487392045508159,0.541595842744687,0.5,0.55
"506",0.469385138962109,0.554970022505884,0.45,0.55
"507",0.408134608136155,0.504738796775503,0.4,0.5
"508",0.432789842906089,0.571518212064768,0.45,0.55
"509",0.409360839005959,0.554264852307204,0.4,0.55
"510",0.516857597779986,0.519379302470808,0.5,0.5
"511",0.516857597779986,0.544834266319454,0.5,0.55
"512",0.510474773384756,0.568643896368105,0.5,0.55
"513",0.44598205381423,0.517999520982982,0.45,0.5
"514",0.455475065011673,0.520990300203098,0.45,0.5
"515",0.47049425826391,0.583418745709644,0.45,0.6
