"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",0.165125532053442,0.181712689265648,0.238077111340844,0.284605653626813,0.3,0.3,0.4,0.38715915868128,0.455059791014067,0.532336683486981,0.461892108301931,0.449677566192597,0.6,0.563995639154855,0.663947791583128,0.7,0.687772195281872,0.606658737414559,0.803257444583583,0.732125155127791,0.900605466301574
"2",0.192691549181652,0.186298995707828,0.238077111340844,0.268894708179684,0.296575355820144,0.3,0.41007967749539,0.388452558051366,0.381446121772047,0.563116725293103,0.51039559184532,0.464361864182048,0.606805427379048,0.563995639154855,0.527126580414378,0.7,0.686524635165185,0.668966078489743,0.772450450401272,0.732125155127791,0.674376710006848
"3",0.212667378126475,0.128375987582216,0.256454226299595,0.263860984389388,0.278821390432337,0.130717576127967,0.41007967749539,0.455863649524735,0.430703906516722,0.563116725293103,0.533419812004792,0.546605738722767,0.605057749319941,0.595201946162673,0.523274503039713,0.7,0.684110613258295,0.668966078489743,0.776712788620872,0.727129285712671,0.84401245748452
"4",0.219763403153706,0.155371594630821,0.324945184936052,0.28788019513723,0.216699588922241,0.197588147215122,0.427740483932977,0.416857235536461,0.299574753140367,0.563116725293103,0.496451878859249,0.546605738722767,0.59357815230605,0.549785840535839,0.523274503039713,0.673755750254206,0.700759299481324,0.601641087305266,0.776712788620872,0.745618992933927,0.845056999990057
"5",0.219763403153706,0.130574679536105,0.240148750294135,0.305505360411162,0.208821916120486,0.221094706611744,0.435735916213931,0.411597681225298,0.321537381241104,0.542929022056188,0.496451878859249,0.484566148691983,0.59357815230605,0.524400457425996,0.523274503039713,0.674535974385256,0.651638486271584,0.588879767889747,0.811188718300342,0.776585863573017,0.895818710482998
"6",0.225056031054032,0.105424439684794,0.282147834676692,0.30985834596927,0.261029546650015,0.221094706611744,0.435735916213931,0.434582002154014,0.534648838861146,0.483985792923908,0.518223828655471,0.484566148691983,0.565760338952976,0.524400457425996,0.523274503039713,0.679122405866629,0.662877636250265,0.588879767889747,0.816079464452383,0.776585863573017,0.934710131196939
"7",0.225056031054032,0.076145811147689,0.245176453847609,0.285912497855173,0.246363706835635,0.247214527121349,0.435735916213931,0.434582002154014,0.559095079891129,0.483985792923908,0.466847976053351,0.494959139244473,0.565760338952976,0.57985889092342,0.523274503039713,0.679122405866629,0.685314265177581,0.612412483236103,0.808874898583095,0.811400158665719,0.934710131196939
"8",0.184529308019855,0.076145811147689,0.166286942013712,0.313843704775796,0.246363706835635,0.247214527121349,0.415104374005429,0.406874826266832,0.559095079891129,0.483543399220768,0.466847976053351,0.494959139244473,0.565517442968536,0.604239889122092,0.483936907815943,0.659187492600108,0.665897384696659,0.649148940186219,0.808874898583095,0.800120477657817,0.8534444625586
"9",0.222094712861807,0.0997622859611923,0.166286942013712,0.296734968923069,0.268351326484743,0.247214527121349,0.38616508837356,0.406874826266832,0.595092508934811,0.483543399220768,0.466847976053351,0.409602862363649,0.592301302170937,0.604239889122092,0.434259034296279,0.673196358409191,0.667093033616165,0.677603229221613,0.806802161084304,0.780810142181445,0.8534444625586
"10",0.244973487374295,0.0997622859611923,0.247680818106786,0.310855083859063,0.268351326484743,0.103368214815987,0.362448653614045,0.419523013276184,0.574382621173976,0.480558342943757,0.521339577075088,0.39415558274334,0.580626940174552,0.567781672903817,0.537468031055753,0.694246917125328,0.759149582396381,0.633240636427222,0.814812016443344,0.780810142181445,0.850381618150818
"11",0.240335001991048,0.0762345821892799,0.247680818106786,0.32503066174726,0.23553831325012,0.103368214815987,0.371900608636541,0.430824184784358,0.574382621173976,0.455982937706774,0.521339577075088,0.39415558274334,0.580626940174552,0.551974057417289,0.503347261035919,0.682892492457464,0.759149582396381,0.633240636427222,0.796672459848318,0.831052078128364,0.826297631382487
"12",0.240335001991048,0.0762345821892799,0.273963325714046,0.341170282454187,0.312697476319853,0.0983527346153846,0.381687421245714,0.420242602108211,0.574382621173976,0.496040808244622,0.504722889358232,0.39415558274334,0.581128756500342,0.556242251899911,0.50420397119041,0.685411433446087,0.759149582396381,0.611950414232433,0.804891344396004,0.830243834410159,0.745358753366937
"13",0.240335001991048,0.134250697864054,0.308500693224055,0.31113363230837,0.303071071385983,0.146312686313945,0.38996291727185,0.380838702728581,0.643985327846781,0.496040808244622,0.522801725049491,0.39415558274334,0.581128756500342,0.573482211362585,0.527726780310289,0.703300370977333,0.752067038773264,0.611950414232433,0.790068364550024,0.895008056486137,0.786402175843181
"14",0.258107412042112,0.13070507202074,0.308500693224055,0.29054822258666,0.327409282950271,0.247579012211897,0.389628162638992,0.379162188049097,0.645736343083061,0.496040808244622,0.522801725049491,0.39415558274334,0.620427493479974,0.573482211362585,0.523200134296663,0.699666611832131,0.743503595065217,0.69187928386792,0.825951441427194,0.895008056486137,0.67926926892151
"15",0.27616441885619,0.0910300841646918,0.308500693224055,0.309159603542824,0.327409282950271,0.254465574351377,0.389628162638992,0.379162188049097,0.633551771138897,0.525101149301191,0.506660441127353,0.314531127563499,0.587852056776465,0.572306065946035,0.60452957747499,0.692430652225812,0.743503595065217,0.810910712384188,0.835600098706351,0.83700918273087,0.67926926892151
"16",0.229229053078013,0.119023644343686,0.226864450133678,0.315388346389085,0.327409282950271,0.254465574351377,0.389967587744253,0.379162188049097,0.633551771138897,0.523018533647715,0.511083287463766,0.321513915589654,0.587852056776465,0.565882685777537,0.60452957747499,0.706409697730716,0.743503595065217,0.773864377773581,0.822513111918128,0.832009751905611,0.758053690458828
"17",0.229793085270476,0.119023644343686,0.226864450133678,0.315388346389085,0.321685946461175,0.254465574351377,0.389967587744253,0.33160146209393,0.570106959513719,0.523018533647715,0.511083287463766,0.321513915589654,0.582965882601472,0.593032139968964,0.60452957747499,0.706409697730716,0.661543958622355,0.788981595825226,0.84366529047909,0.794767519902546,0.710477097507091
"18",0.228263055164995,0.143482615752515,0.252408459752973,0.315388346389085,0.321685946461175,0.213093271794218,0.389967587744253,0.356551130055328,0.485537685072456,0.541982280706131,0.511083287463766,0.46954381842543,0.586039710511914,0.592394627546519,0.637186299231631,0.687496629585198,0.634020738057462,0.651716332108274,0.838684129371582,0.794767519902546,0.721877027923811
"19",0.222583053122972,0.143482615752515,0.129347263419575,0.315388346389085,0.279459006157532,0.170900054804586,0.392494739476153,0.371130921468322,0.440109686828193,0.530689529472302,0.505490685123423,0.46954381842543,0.586039710511914,0.623726800429751,0.623233017499634,0.687496629585198,0.713406988216085,0.78324986323225,0.841845937590291,0.794767519902546,0.693367762156587
"20",0.224044215706787,0.15600823609588,0.117687517354499,0.315388346389085,0.253351426494045,0.220816304189763,0.392494739476153,0.371130921468322,0.480676802770462,0.527044286553357,0.542561738861327,0.402776087887675,0.584277548747665,0.570641527415674,0.54408317205125,0.687496629585198,0.774446018766354,0.746484696371541,0.854747515906556,0.836980716744887,0.651722973778585
"21",0.224044215706787,0.15600823609588,0.0955364165257979,0.315388346389085,0.259600813442994,0.271056655625807,0.410062400728905,0.379343862462221,0.480676802770462,0.527044286553357,0.495203807309492,0.351015581023181,0.603075001615413,0.52680353594994,0.54408317205125,0.684068078598899,0.774446018766354,0.746484696371541,0.828242792579629,0.854561986554621,0.651722973778585
"22",0.176478137613314,0.196167099599635,0.0530996488143013,0.29734745007202,0.259600813442994,0.394412971575045,0.41032888416869,0.406010813262361,0.480676802770462,0.527044286553357,0.573294436372517,0.437986012676647,0.632327591108325,0.52680353594994,0.624512177632543,0.682910484337352,0.75384019790135,0.713261124933969,0.817183757574528,0.915309050742678,0.713869588770493
"23",0.181919169787228,0.206914562648887,0.120527479879827,0.326181577316496,0.259600813442994,0.337723805658798,0.41032888416869,0.406010813262361,0.424162477803378,0.506694335381111,0.566030604538682,0.52139125190946,0.611668601011582,0.576052963540721,0.638749875698962,0.688841185491742,0.783728079940148,0.722307327494963,0.836616973156855,0.802126989919737,0.713869588770493
"24",0.18056580958654,0.209512822156215,0.26061486121068,0.337999787076081,0.270039256972816,0.357340862241913,0.41032888416869,0.406010813262361,0.424162477803378,0.497809628765279,0.552405416614799,0.595259743033148,0.612447515689517,0.497394827579387,0.638749875698962,0.688841185491742,0.783728079940148,0.669582330938501,0.833922733358732,0.841297618352391,0.713869588770493
"25",0.196594644112991,0.118365837463164,0.125474429222364,0.345762147790187,0.244753040298746,0.348390900189463,0.421203889093229,0.341241985880012,0.389196513515005,0.471771197885753,0.559594493063309,0.451046439740999,0.595038513901124,0.513925855258736,0.454498018460184,0.686693503296936,0.786096631253533,0.669582330938501,0.833922733358732,0.841297618352391,0.713869588770493
"26",0.205484108551979,0.137515383197795,0.158726187424167,0.319812423479574,0.231012699247676,0.376618504026551,0.416969861341706,0.341241985880012,0.374727908115517,0.470831485312255,0.486349315512045,0.534722875405669,0.592322580671122,0.513925855258736,0.454498018460184,0.686693503296936,0.767366610426233,0.643634431667509,0.822383617467086,0.834530079431395,0.766458412319458
"27",0.205484108551979,0.1960062660055,0.158726187424167,0.324293316403401,0.22576439304022,0.433003867082897,0.401649776069392,0.341241985880012,0.374727908115517,0.507719506973207,0.451090103294016,0.516366671200391,0.620871049252553,0.513925855258736,0.454498018460184,0.712484993881204,0.755818246835619,0.634177594296757,0.822383617467086,0.848063502506462,0.702698035466431
"28",0.205484108551979,0.253844203934418,0.158726187424167,0.325760845544426,0.22576439304022,0.235958414966023,0.422092076498441,0.341241985880012,0.409744154665124,0.487023779281571,0.455669771079514,0.455008166598221,0.625837521405732,0.513925855258736,0.454498018460184,0.747419047717085,0.713096744731939,0.589304346393067,0.822383617467086,0.853542224364335,0.782044659735728
"29",0.167061745740447,0.222073002952365,0.158726187424167,0.304551440024862,0.223331080166644,0.188193714898942,0.442082244875944,0.40682809121737,0.480082297308915,0.50088761961087,0.529286956754861,0.467826274603079,0.627369216103718,0.55548211076814,0.439276384579041,0.738122916230347,0.700129143997286,0.604064479478895,0.822383617467086,0.845642204495621,0.820827280722075
